UserId;FirstName;LastName;BirthDate;MaritalStatus;Gender;YearlyIncome;Education;Occupation;HouseOwnerFlag;TotalChildren;NumberChildrenAtHome;NumberCarsOwned;DateFirstPurchase;CommuteDistance
jose51;Jose;Adams;1975-02-08;S;M;60000,00;Graduate Degree;Professional;1;1;0;0;2013-12-14;2-5 Miles
melanie7;Melanie;Russell;1977-02-15;M;F;60000,00;Graduate Degree;Professional;1;1;0;0;2013-01-30;0-1 Miles
andrea42;Andrea;Wright;1977-02-17;M;F;60000,00;Graduate Degree;Professional;1;1;0;0;2013-11-20;0-1 Miles
denise17;Denise;Lopez;1977-01-19;M;F;70000,00;Graduate Degree;Professional;1;2;0;0;2012-07-15;0-1 Miles
jamie2;Jamie;Zhang;1982-08-21;S;F;70000,00;Graduate Degree;Professional;1;2;0;0;2012-07-14;2-5 Miles
audrey23;Audrey;Rubio;1976-08-07;M;F;70000,00;Graduate Degree;Professional;1;2;0;0;2012-07-11;2-5 Miles
katherine89;Katherine;Robinson;1976-11-04;M;F;70000,00;Graduate Degree;Professional;1;3;0;0;2012-07-09;0-1 Miles
samuel3;Samuel;Henderson;1976-12-17;M;M;80000,00;Graduate Degree;Professional;1;1;0;0;2012-07-22;0-1 Miles
jordan49;Jordan;Wright;1975-05-19;M;F;60000,00;Graduate Degree;Professional;1;1;0;0;2013-03-12;2-5 Miles
kevin23;Kevin;Griffin;1975-03-23;M;M;60000,00;Graduate Degree;Professional;1;1;0;0;2013-06-21;0-1 Miles
jesse7;Jesse;Ramirez;1975-03-09;S;M;60000,00;Graduate Degree;Professional;1;1;0;0;2013-03-07;2-5 Miles
evan10;Evan;Richardson;1974-09-24;M;M;60000,00;Graduate Degree;Professional;1;1;0;0;2013-06-10;0-1 Miles
emily16;Emily;Thompson;1974-01-23;S;F;60000,00;Bachelors;Skilled Manual;1;2;2;0;2012-07-06;2-5 Miles
kaitlyn55;Kaitlyn;Rivera;1973-08-02;S;F;70000,00;Bachelors;Skilled Manual;0;2;2;0;2013-07-04;0-1 Miles
shannon3;Shannon;Li;1979-04-20;S;F;70000,00;Bachelors;Skilled Manual;1;2;2;1;2012-06-30;2-5 Miles
grace57;Grace;Long;1985-04-14;S;F;70000,00;Bachelors;Skilled Manual;1;2;2;1;2012-07-06;2-5 Miles
eric33;Eric;Chen;1979-09-16;M;M;70000,00;Bachelors;Skilled Manual;1;2;2;1;2012-06-30;2-5 Miles
anna28;Anna;Ross;1974-05-14;S;F;70000,00;Bachelors;Skilled Manual;0;2;2;1;2013-02-26;0-1 Miles
craig9;Craig;Alonso;1972-11-14;M;M;40000,00;High School;Skilled Manual;1;5;5;2;2013-12-29;2-5 Miles
kelli42;Kelli;Goel;1973-03-07;S;F;40000,00;High School;Skilled Manual;1;5;5;2;2013-03-05;2-5 Miles
katelyn28;Katelyn;Phillips;1972-09-01;M;F;40000,00;Bachelors;Professional;0;0;0;1;2012-07-02;0-1 Miles
alexandra36;Alexandra;Washington;1975-08-08;M;F;60000,00;Graduate Degree;Professional;1;1;0;0;2013-02-20;0-1 Miles
robert69;Robert;Thomas;1976-06-22;M;M;70000,00;Graduate Degree;Professional;1;3;0;0;2012-07-09;0-1 Miles
keith25;Keith;Raji;1975-07-25;M;M;70000,00;Graduate Degree;Professional;1;4;0;0;2012-07-22;0-1 Miles
justin12;Justin;Simmons;1975-12-19;M;M;70000,00;Graduate Degree;Professional;1;4;0;0;2012-07-29;2-5 Miles
nathaniel12;Nathaniel;Howard;1978-10-15;S;M;40000,00;Bachelors;Professional;0;0;0;1;2012-07-15;2-5 Miles
caitlin6;Caitlin;James;1978-08-22;S;F;50000,00;Bachelors;Skilled Manual;1;2;2;1;2012-07-07;2-5 Miles
jared1;Jared;James;1972-09-29;S;M;50000,00;Bachelors;Skilled Manual;0;2;2;1;2013-05-19;0-1 Miles
gabriella14;Gabriella;Bailey;1972-08-06;S;F;50000,00;Bachelors;Skilled Manual;0;2;2;1;2013-06-23;0-1 Miles
evan3;Evan;Sanders;1982-09-20;S;M;60000,00;Graduate Degree;Professional;1;0;0;0;2012-07-23;2-5 Miles
hailey49;Hailey;Campbell;1972-03-27;M;F;60000,00;Graduate Degree;Professional;1;0;0;0;2013-01-28;0-1 Miles
megan47;Megan;Brooks;1972-02-05;M;F;60000,00;Graduate Degree;Professional;1;0;0;0;2013-07-23;2-5 Miles
zachary12;Zachary;Washington;1971-08-23;M;M;60000,00;Graduate Degree;Professional;1;0;0;0;2013-03-15;2-5 Miles
ernest21;Ernest;She;1977-10-20;M;M;70000,00;Graduate Degree;Professional;1;5;0;0;2013-08-22;2-5 Miles
haley18;Haley;Kelly;1974-08-11;M;F;60000,00;Graduate Degree;Professional;1;2;0;0;2013-04-15;0-1 Miles
jose17;Jose;Hayes;1975-01-29;M;M;70000,00;Graduate Degree;Professional;1;5;0;0;2013-10-23;0-1 Miles
madeline12;Madeline;Perez;1975-04-19;S;F;70000,00;Graduate Degree;Professional;1;5;5;2;2013-08-16;2-5 Miles
angela33;Angela;Ramirez;1974-11-16;S;F;70000,00;Graduate Degree;Professional;1;5;5;2;2013-05-27;2-5 Miles
carlos49;Carlos;Wright;1974-10-08;M;M;70000,00;Graduate Degree;Professional;1;5;5;2;2013-11-30;2-5 Miles
shaun15;Shaun;Raje;1980-10-14;M;M;70000,00;Graduate Degree;Professional;1;5;5;2;2013-07-03;2-5 Miles
thomas38;Thomas;Edwards;1980-01-19;S;M;80000,00;Graduate Degree;Professional;1;3;0;0;2012-07-01;0-1 Miles
richard73;Richard;Bryant;1975-03-12;M;M;80000,00;Graduate Degree;Professional;1;3;0;0;2012-07-16;0-1 Miles
jennifer4;Jennifer;Evans;1927-05-10;M;F;10000,00;Partial High School;Clerical;0;4;0;2;2013-04-27;0-1 Miles
desiree6;Desiree;Navarro;1970-12-17;S;F;40000,00;Bachelors;Professional;0;0;0;1;2012-07-07;0-1 Miles
kathryn1;Kathryn;Deng;1976-05-21;S;F;80000,00;Bachelors;Skilled Manual;1;3;3;3;2012-08-03;10+ Miles
ethan16;Ethan;Russell;1976-09-03;M;M;60000,00;Graduate Degree;Professional;1;0;0;0;2013-08-17;0-1 Miles
jonathan26;Jonathan;Yang;1969-08-07;S;M;40000,00;Bachelors;Professional;1;0;0;1;2012-08-07;2-5 Miles
dalton0;Dalton;Stone;1975-09-12;M;M;50000,00;Bachelors;Skilled Manual;1;4;4;2;2013-05-21;2-5 Miles
marie20;Marie;Gonzalez;1975-02-08;S;F;50000,00;Bachelors;Skilled Manual;1;4;4;3;2012-08-01;5-10 Miles
isabelle11;Isabelle;Flores;1969-12-17;S;F;50000,00;Bachelors;Skilled Manual;0;4;2;2;2013-02-20;0-1 Miles
megan37;Megan;Rivera;1969-10-06;S;F;50000,00;Bachelors;Skilled Manual;0;4;2;2;2012-08-13;0-1 Miles
lucas79;Lucas;Ramirez;1979-10-01;M;M;60000,00;Bachelors;Professional;1;4;2;2;2012-08-19;2-5 Miles
jason50;Jason;Allen;1969-01-01;M;M;60000,00;Bachelors;Professional;1;4;2;2;2012-08-05;2-5 Miles
madison1;Madison;Johnson;1968-09-30;S;F;60000,00;Bachelors;Professional;0;4;2;2;2013-12-16;0-1 Miles
calvin20;Calvin;Raji;1968-12-11;M;M;60000,00;Bachelors;Professional;1;4;2;2;2012-08-05;2-5 Miles
marshall32;Marshall;Jai;1968-08-03;S;M;60000,00;Bachelors;Professional;1;4;2;2;2012-08-27;2-5 Miles
anna14;Anna;Richardson;1979-09-06;S;F;70000,00;Bachelors;Professional;0;0;0;1;2013-08-19;0-1 Miles
steven23;Steven;Bell;1969-03-21;S;M;70000,00;Bachelors;Professional;1;4;2;2;2012-08-05;2-5 Miles
jordan69;Jordan;Scott;1969-04-30;M;M;70000,00;Bachelors;Professional;1;4;2;2;2012-08-23;2-5 Miles
victoria12;Victoria;Thomas;1974-08-09;M;F;60000,00;Graduate Degree;Professional;1;3;2;0;2013-07-25;0-1 Miles
destiny40;Destiny;Peterson;1968-07-22;M;F;60000,00;Graduate Degree;Professional;1;3;2;0;2012-08-05;2-5 Miles
luis29;Luis;Lal;1969-02-24;S;M;60000,00;Graduate Degree;Professional;0;3;2;0;2012-08-25;0-1 Miles
raul17;Raul;Goel;1967-07-23;S;M;70000,00;Bachelors;Professional;0;1;0;1;2013-10-13;2-5 Miles
randall24;Randall;Ortega;1973-04-04;S;M;70000,00;Bachelors;Professional;0;1;0;1;2012-08-23;0-1 Miles
zoe17;Zoe;Morris;1967-10-05;S;F;70000,00;Bachelors;Professional;0;1;0;1;2013-08-22;2-5 Miles
andrea38;Andrea;Baker;1973-04-18;S;F;70000,00;Bachelors;Professional;0;1;0;1;2012-08-20;0-1 Miles
emma58;Emma;Flores;1967-09-23;S;F;70000,00;Bachelors;Professional;1;1;0;1;2013-04-15;2-5 Miles
thomas64;Thomas;Brown;1968-06-12;M;M;70000,00;Partial College;Skilled Manual;1;1;0;1;2013-04-28;2-5 Miles
jennifer62;Jennifer;Rivera;1972-02-07;M;F;40000,00;High School;Skilled Manual;1;4;3;2;2013-07-16;0-1 Miles
robert20;Robert;Jenkins;1966-11-18;M;M;40000,00;High School;Skilled Manual;1;4;3;3;2013-12-18;10+ Miles
cassidy2;Cassidy;Wood;1967-04-05;M;F;60000,00;Partial College;Skilled Manual;1;1;0;1;2012-08-17;0-1 Miles
morgan67;Morgan;Brooks;1966-03-12;M;F;40000,00;High School;Skilled Manual;1;4;2;2;2012-08-25;2-5 Miles
richard45;Richard;Davis;1972-12-03;S;M;50000,00;Partial College;Skilled Manual;0;0;0;1;2013-01-11;2-5 Miles
orlando8;Orlando;Alonso;1978-05-17;S;M;50000,00;Partial College;Skilled Manual;0;0;0;1;2013-11-29;0-1 Miles
kaylee4;Kaylee;Gray;1973-01-02;S;F;50000,00;Partial College;Skilled Manual;1;0;0;1;2012-08-22;2-5 Miles
tyler21;Tyler;Lewis;1972-12-28;S;M;50000,00;Partial College;Skilled Manual;0;0;0;1;2012-08-19;2-5 Miles
ivan13;Ivan;Lopez;1972-12-08;S;M;60000,00;Graduate Degree;Professional;0;0;0;1;2012-08-20;0-1 Miles
zoe14;Zoe;Bailey;1973-03-01;S;F;60000,00;Graduate Degree;Professional;0;0;0;1;2012-09-03;0-1 Miles
hailey24;Hailey;Barnes;1966-04-22;M;F;60000,00;Partial College;Skilled Manual;1;1;0;1;2012-09-16;2-5 Miles
dylan32;Dylan;Davis;1976-11-08;M;M;60000,00;Partial College;Skilled Manual;1;1;0;1;2013-03-03;2-5 Miles
nathaniel16;Nathaniel;Murphy;1966-02-11;M;M;60000,00;Partial College;Skilled Manual;1;1;0;1;2012-09-05;0-1 Miles
hailey1;Hailey;Morris;1965-09-29;M;F;60000,00;Partial College;Skilled Manual;1;1;0;1;2012-09-01;2-5 Miles
devin51;Devin;Flores;1970-05-22;M;M;60000,00;Bachelors;Professional;1;5;4;1;2013-02-12;2-5 Miles
gabrielle15;Gabrielle;Gray;1964-09-17;M;F;60000,00;Bachelors;Professional;1;5;4;1;2013-05-11;2-5 Miles
angel40;Angel;Young;1970-01-24;S;M;60000,00;Bachelors;Professional;1;4;3;0;2012-09-01;2-5 Miles
kaitlyn63;Kaitlyn;James;1976-04-15;S;F;60000,00;Bachelors;Professional;1;4;3;0;2012-09-25;2-5 Miles
luke44;Luke;Lopez;1970-07-10;M;M;60000,00;Bachelors;Professional;1;4;3;0;2013-10-05;0-1 Miles
eduardo56;Eduardo;Hughes;1970-02-21;M;M;60000,00;Bachelors;Professional;0;4;3;1;2013-05-28;0-1 Miles
kyle40;Kyle;Mitchell;1964-08-06;S;M;70000,00;Graduate Degree;Professional;1;2;0;1;2012-08-29;2-5 Miles
aaron15;Aaron;Foster;1970-09-21;M;M;70000,00;Graduate Degree;Professional;1;2;0;1;2013-07-07;0-1 Miles
carmen10;Carmen;Madan;1964-12-21;M;F;80000,00;Graduate Degree;Professional;1;4;0;0;2013-07-22;0-1 Miles
aaron22;Aaron;Hayes;1963-07-11;M;M;80000,00;Partial College;Skilled Manual;1;1;0;1;2012-09-25;2-5 Miles
morgan60;Morgan;Ward;1974-08-22;M;F;80000,00;Partial College;Skilled Manual;1;1;0;1;2012-09-16;0-1 Miles
brianna54;Brianna;Powell;1975-02-05;S;F;60000,00;Bachelors;Professional;0;3;2;1;2012-09-22;0-1 Miles
angel39;Angel;Allen;1975-03-06;S;M;60000,00;Bachelors;Professional;1;1;0;1;2013-01-28;2-5 Miles
anna54;Anna;Garcia;1963-09-16;M;F;60000,00;Bachelors;Professional;1;1;0;1;2013-07-03;2-5 Miles
thomas67;Thomas;Wilson;1969-08-21;S;M;70000,00;Bachelors;Professional;0;5;4;2;2013-10-05;0-1 Miles
carlos6;Carlos;Peterson;1969-01-17;S;M;70000,00;Bachelors;Professional;0;5;4;2;2014-01-07;0-1 Miles
alvin9;Alvin;Ye;1985-01-06;M;M;60000,00;Bachelors;Professional;1;2;2;1;2012-10-29;2-5 Miles
carly13;Carly;Raje;1976-03-18;S;F;80000,00;Graduate Degree;Management;1;4;4;1;2012-11-23;0-1 Miles
mayra4;Mayra;Malhotra;1975-08-25;M;F;80000,00;Graduate Degree;Management;1;4;4;1;2013-04-04;0-1 Miles
diane18;Diane;Gill;1981-08-16;M;F;80000,00;Graduate Degree;Management;1;4;4;1;2012-11-10;0-1 Miles
brittany5;Brittany;Coleman;1973-07-04;S;F;60000,00;Bachelors;Professional;1;2;2;1;2013-02-09;2-5 Miles
ruben13;Ruben;Raman;1979-02-20;M;M;60000,00;Bachelors;Professional;1;2;2;1;2012-10-28;2-5 Miles
toni22;Toni;Perez;1973-10-25;S;F;60000,00;Bachelors;Professional;1;2;2;1;2013-08-09;2-5 Miles
jeffery21;Jeffery;Cai;1974-01-18;M;M;60000,00;Bachelors;Professional;1;2;2;1;2012-11-27;2-5 Miles
lindsey5;Lindsey;Xu;1974-03-28;S;F;70000,00;Bachelors;Professional;1;5;5;3;2013-06-02;10+ Miles
christy39;Christy;Raji;1972-10-14;M;F;70000,00;Bachelors;Professional;1;5;5;3;2013-03-26;10+ Miles
roy15;Roy;Garcia;1978-03-05;M;M;70000,00;Bachelors;Professional;1;5;5;3;2012-11-21;10+ Miles
victor16;Victor;Blanco;1975-02-24;M;M;110000,00;Graduate Degree;Management;1;1;0;0;2012-11-26;0-1 Miles
jessica15;Jessica;Ward;1980-10-10;M;F;110000,00;Graduate Degree;Management;1;1;0;1;2012-11-18;0-1 Miles
kristy5;Kristy;Alvarez;1980-07-03;M;F;110000,00;Graduate Degree;Management;1;1;0;1;2012-11-02;2-5 Miles
gilbert16;Gilbert;He;1974-10-13;M;M;110000,00;Graduate Degree;Management;1;1;0;1;2012-11-26;2-5 Miles
marshall6;Marshall;Wu;1974-09-24;M;M;120000,00;Graduate Degree;Management;1;1;0;0;2012-11-24;0-1 Miles
darren11;Darren;Srini;1975-03-22;S;M;120000,00;Graduate Degree;Management;1;1;0;2;2012-11-01;0-1 Miles
janet11;Janet;Moreno;1983-10-01;M;F;70000,00;Bachelors;Professional;1;5;5;4;2013-02-02;10+ Miles
naomi0;Naomi;Martin;1973-03-18;M;F;70000,00;Bachelors;Professional;1;5;5;4;2013-03-04;10+ Miles
joanna17;Joanna;Carlson;1978-03-05;S;F;80000,00;Graduate Degree;Management;1;5;5;2;2013-12-24;0-1 Miles
andre19;Andre;Sanchez;1971-08-05;M;M;90000,00;Bachelors;Professional;1;0;0;0;2012-10-28;0-1 Miles
gilbert39;Gilbert;Goel;1971-07-02;S;M;90000,00;Bachelors;Professional;1;2;0;0;2012-11-24;1-2 Miles
terry23;Terry;Raji;1971-08-06;M;M;90000,00;Bachelors;Professional;1;2;0;0;2012-11-18;1-2 Miles
tanya18;Tanya;Rubio;1971-04-20;S;F;60000,00;Bachelors;Professional;1;3;3;1;2013-09-19;5-10 Miles
darryl15;Darryl;Ma;1970-11-18;S;M;60000,00;Bachelors;Professional;1;3;3;2;2013-04-19;5-10 Miles
josue1;Josue;Dominguez;1974-05-02;M;M;70000,00;Bachelors;Professional;1;5;5;4;2012-10-30;10+ Miles
naomi6;Naomi;Moreno;1979-08-09;M;F;70000,00;Bachelors;Professional;1;5;5;4;2012-11-22;10+ Miles
warren23;Warren;Wu;1979-01-14;S;M;70000,00;Bachelors;Professional;0;0;0;1;2013-06-22;5-10 Miles
philip15;Philip;Blanco;1975-09-02;M;M;60000,00;Bachelors;Professional;1;3;3;2;2013-03-31;5-10 Miles
clifford9;Clifford;Prasad;1970-06-13;M;M;60000,00;Bachelors;Professional;1;4;4;2;2013-06-20;0-1 Miles
alan9;Alan;Yang;1970-02-21;M;M;60000,00;Bachelors;Professional;0;4;4;3;2013-09-27;10+ Miles
marco10;Marco;Prasad;1970-06-10;M;M;60000,00;Bachelors;Professional;1;4;4;3;2013-02-27;10+ Miles
ricky14;Ricky;Gill;1975-09-19;S;M;70000,00;Bachelors;Professional;0;0;0;1;2013-11-16;5-10 Miles
faith29;Faith;James;1984-05-10;S;F;30000,00;Partial College;Clerical;0;0;0;1;2013-08-28;2-5 Miles
karl10;Karl;Sharma;1985-08-11;S;M;20000,00;Partial High School;Manual;0;0;0;2;2013-08-15;0-1 Miles
jessica41;Jessica;Gonzales;1986-04-11;S;F;30000,00;Partial College;Clerical;0;0;0;1;2013-09-18;2-5 Miles
michele58;Michele;Patel;1984-02-08;S;F;30000,00;High School;Manual;1;0;0;1;2013-06-14;2-5 Miles
damien12;Damien;Ma;1983-10-05;S;M;30000,00;High School;Manual;0;0;0;1;2013-05-08;1-2 Miles
melinda3;Melinda;Moreno;1984-03-14;S;F;30000,00;High School;Manual;0;0;0;1;2013-05-23;1-2 Miles
faith14;Faith;Simmons;1980-05-13;M;F;40000,00;Bachelors;Skilled Manual;1;1;1;0;2011-10-13;1-2 Miles
erika4;Erika;Alvarez;1984-08-12;S;F;30000,00;High School;Manual;0;0;0;1;2013-03-26;2-5 Miles
janet13;Janet;Alonso;1984-05-14;S;F;30000,00;High School;Manual;0;0;0;1;2013-09-21;1-2 Miles
dawn39;Dawn;Chande;1984-08-02;S;F;30000,00;High School;Manual;0;0;0;1;2013-02-01;2-5 Miles
gabriel27;Gabriel;Sharma;1978-08-26;M;M;40000,00;Bachelors;Skilled Manual;1;1;1;1;2013-04-01;1-2 Miles
levi12;Levi;Subram;1978-09-23;M;M;40000,00;Bachelors;Skilled Manual;1;1;1;1;2011-10-13;0-1 Miles
dominique10;Dominique;Subram;1978-11-16;S;F;50000,00;Graduate Degree;Skilled Manual;0;0;0;0;2011-10-05;0-1 Miles
kelli7;Kelli;Wu;1979-03-26;S;F;50000,00;Graduate Degree;Skilled Manual;1;0;0;0;2011-10-07;1-2 Miles
yvonne2;Yvonne;Schleger;1978-04-14;S;M;30000,00;High School;Manual;0;0;0;1;2012-01-14;1-2 Miles
molly7;Molly;Madan;1978-04-10;M;F;40000,00;Bachelors;Skilled Manual;1;1;1;1;2012-08-25;0-1 Miles
tyrone20;Tyrone;Rubio;1983-08-08;M;M;40000,00;Bachelors;Skilled Manual;1;1;1;1;2012-08-17;0-1 Miles
clinton1;Clinton;Alvarez;1978-04-16;M;M;40000,00;Partial College;Clerical;1;1;1;1;2012-02-08;1-2 Miles
eduardo11;Eduardo;White;1983-07-20;M;M;40000,00;Partial College;Clerical;1;1;1;1;2012-02-28;1-2 Miles
troy9;Troy;Srini;1978-06-23;S;M;40000,00;Partial College;Clerical;1;2;2;0;2012-02-17;1-2 Miles
brianna47;Brianna;Sandberg;1922-04-10;M;F;40000,00;Bachelors;Skilled Manual;1;1;0;1;2013-10-17;0-1 Miles
meghan1;Meghan;Ruiz;1977-03-31;S;F;10000,00;Partial High School;Manual;1;0;0;2;2013-12-31;1-2 Miles
nichole4;Nichole;Tang;1976-10-30;S;F;20000,00;Partial High School;Manual;0;0;0;2;2011-10-24;1-2 Miles
clayton31;Clayton;Andersen;1977-05-11;S;M;20000,00;Partial High School;Manual;1;0;0;2;2011-10-24;1-2 Miles
gloria19;Gloria;Carlson;1976-07-08;M;F;20000,00;Partial High School;Manual;0;0;0;2;2011-11-09;0-1 Miles
ashlee17;Ashlee;Shan;1977-02-08;S;F;20000,00;Partial High School;Manual;0;0;0;2;2013-05-21;0-1 Miles
dalton72;Dalton;Kelly;1982-05-23;S;M;30000,00;High School;Manual;0;0;0;1;2013-06-18;2-5 Miles
sheila0;Sheila;Martin;1977-02-20;S;F;30000,00;High School;Manual;0;0;0;1;2013-05-13;2-5 Miles
david71;David;White;1975-11-22;S;M;40000,00;Partial College;Clerical;1;2;2;1;2013-06-11;1-2 Miles
russell12;Russell;Sharma;1977-01-19;S;M;40000,00;Partial College;Clerical;1;2;2;1;2012-08-04;1-2 Miles
rosa18;Rosa;He;1947-01-23;M;F;30000,00;Bachelors;Clerical;1;1;0;0;2011-11-19;0-1 Miles
melanie21;Melanie;Coleman;1985-08-30;M;F;10000,00;Partial College;Manual;0;0;0;1;2013-04-06;0-1 Miles
gary11;Gary;Gomez;1985-10-14;S;M;10000,00;Partial College;Manual;1;0;0;1;2013-01-28;1-2 Miles
marco11;Marco;Sara;1983-11-01;M;M;10000,00;Partial College;Manual;1;0;0;1;2013-04-22;2-5 Miles
cara10;Cara;Gao;1983-02-21;S;F;10000,00;High School;Manual;1;0;0;2;2012-10-31;0-1 Miles
omar42;Omar;Raji;1983-03-20;S;M;10000,00;High School;Manual;1;0;0;2;2012-10-30;0-1 Miles
savannah31;Savannah;Gonzalez;1985-02-16;S;F;10000,00;High School;Manual;0;1;1;0;2012-11-11;1-2 Miles
javier8;Javier;Gill;1984-09-08;M;M;20000,00;Bachelors;Clerical;0;0;0;0;2012-11-02;0-1 Miles
emma46;Emma;Kelly;1984-05-02;S;F;10000,00;High School;Manual;0;1;1;0;2012-11-15;2-5 Miles
dawn20;Dawn;He;1984-05-19;M;F;20000,00;Bachelors;Clerical;1;0;0;0;2012-11-06;0-1 Miles
edgar19;Edgar;Gonzalez;1984-03-03;M;M;20000,00;Bachelors;Clerical;1;0;0;0;2012-10-28;0-1 Miles
melinda2;Melinda;Jimenez;1954-04-07;M;F;30000,00;Bachelors;Clerical;1;1;0;0;2012-02-10;0-1 Miles
ronnie2;Ronnie;Li;1972-01-31;S;M;20000,00;Partial College;Manual;0;1;1;0;2013-12-14;0-1 Miles
ann21;Ann;Lopez;1972-07-09;S;F;20000,00;Partial College;Manual;0;1;1;0;2012-08-13;1-2 Miles
barbara11;Barbara;Wang;1966-11-22;M;F;30000,00;Graduate Degree;Clerical;1;4;0;0;2011-11-17;0-1 Miles
gerald37;Gerald;Madan;1977-12-01;S;M;30000,00;Graduate Degree;Clerical;1;3;0;0;2011-11-09;0-1 Miles
levi15;Levi;Fernandez;1965-09-09;S;M;10000,00;High School;Manual;0;1;1;1;2013-06-10;2-5 Miles
deanna26;Deanna;Gomez;1971-10-30;M;F;20000,00;Partial College;Manual;1;1;1;0;2012-02-22;1-2 Miles
darryl10;Darryl;Zhao;1965-12-13;S;M;20000,00;Partial College;Manual;0;1;1;0;2012-02-10;1-2 Miles
marcus72;Marcus;Hayes;1965-12-18;M;M;30000,00;Graduate Degree;Clerical;1;3;0;0;2011-11-05;0-1 Miles
victoria27;Victoria;Rogers;1965-02-12;S;F;10000,00;High School;Manual;0;1;1;1;2013-09-01;2-5 Miles
angela43;Angela;Rivera;1964-08-13;M;F;20000,00;Partial College;Manual;1;2;0;1;2012-02-16;0-1 Miles
april9;April;Jai;1965-03-01;M;F;20000,00;Partial College;Manual;1;2;0;1;2011-12-17;0-1 Miles
brandon48;Brandon;Robinson;1965-02-16;M;M;30000,00;Graduate Degree;Clerical;1;3;0;0;2011-12-06;0-1 Miles
megan38;Megan;Richardson;1965-11-21;M;F;30000,00;Bachelors;Clerical;1;3;0;0;2011-12-06;0-1 Miles
mandy3;Mandy;Chen;1965-01-05;M;F;30000,00;Bachelors;Clerical;1;0;0;0;2012-08-18;0-1 Miles
jill22;Jill;Vazquez;1970-04-22;S;F;30000,00;Bachelors;Clerical;1;0;0;0;2012-02-01;0-1 Miles
kristi22;Kristi;Sai;1965-01-02;M;F;30000,00;Bachelors;Clerical;1;0;0;0;2012-08-13;0-1 Miles
bianca13;Bianca;Liang;1981-10-18;S;F;10000,00;High School;Manual;1;2;2;0;2012-08-20;0-1 Miles
hector15;Hector;Ramos;1976-03-16;M;M;30000,00;Bachelors;Clerical;1;0;0;0;2012-01-29;0-1 Miles
erick15;Erick;Fernandez;1981-02-23;M;M;40000,00;Graduate Degree;Clerical;0;0;0;0;2011-12-24;0-1 Miles
paul8;Paul;Suurs;1981-04-20;M;F;40000,00;Graduate Degree;Clerical;1;0;0;0;2011-12-08;0-1 Miles
sergio21;Sergio;Sánchez;1975-01-31;M;M;20000,00;Partial College;Manual;0;0;0;1;2013-12-17;1-2 Miles
lawrence10;Lawrence;Torres;1974-11-24;S;M;20000,00;Partial College;Manual;0;0;0;1;2013-02-28;0-1 Miles
kelvin13;Kelvin;Nara;1974-07-19;S;M;20000,00;Partial College;Manual;1;0;0;1;2013-12-24;2-5 Miles
jon16;Jon;Goel;1980-06-04;S;M;20000,00;Partial College;Manual;0;0;0;1;2013-04-10;0-1 Miles
tommy14;Tommy;Raheem;1975-01-05;S;M;30000,00;Bachelors;Clerical;1;0;0;0;2012-03-13;0-1 Miles
jay37;Jay;Alonso;1975-04-15;M;M;40000,00;Graduate Degree;Clerical;1;0;0;0;2012-03-09;0-1 Miles
todd3;Todd;Wang;1974-10-05;S;M;40000,00;Graduate Degree;Clerical;1;0;0;0;2012-08-24;0-1 Miles
alyssa31;Alyssa;Bradley;1975-02-08;M;F;40000,00;Graduate Degree;Clerical;1;0;0;0;2012-09-27;0-1 Miles
susan18;Susan;Zhou;1980-06-04;M;F;40000,00;Graduate Degree;Clerical;1;0;0;0;2012-09-08;0-1 Miles
robert24;Robert;Patterson;1958-03-10;M;M;10000,00;Partial College;Manual;0;3;0;2;2013-05-11;0-1 Miles
tasha0;Tasha;She;1956-09-05;M;F;10000,00;High School;Manual;0;4;0;2;2013-07-05;0-1 Miles
emma63;Emma;Gonzales;1960-02-07;M;F;80000,00;Partial College;Professional;1;4;2;1;2013-02-01;10+ Miles
heidi17;Heidi;Garcia;1949-11-18;S;F;80000,00;Bachelors;Management;1;5;0;2;2014-01-11;10+ Miles
jessie37;Jessie;Carlson;1949-12-20;S;F;90000,00;Partial College;Professional;0;5;0;2;2013-03-13;10+ Miles
tyrone18;Tyrone;Suarez;1955-07-07;S;M;90000,00;Partial College;Professional;0;5;0;2;2012-03-09;2-5 Miles
robin11;Robin;Vazquez;1949-12-07;M;F;110000,00;Bachelors;Management;1;3;4;4;2012-03-25;5-10 Miles
pedro35;Pedro;Vazquez;1949-12-31;M;M;130000,00;Bachelors;Management;1;3;4;4;2013-02-26;0-1 Miles
jay6;Jay;Suri;1950-12-16;M;M;70000,00;High School;Professional;1;5;1;2;2012-09-14;10+ Miles
chase6;Chase;Gray;1950-11-04;M;M;70000,00;High School;Professional;1;5;1;2;2012-09-08;2-5 Miles
stacey1;Stacey;Wang;1950-07-06;S;F;90000,00;Partial College;Professional;0;5;0;2;2013-05-04;10+ Miles
clifford20;Clifford;Perez;1951-12-10;S;M;160000,00;Bachelors;Management;0;3;4;4;2013-10-21;0-1 Miles
julian6;Julian;Henderson;1959-12-15;M;M;90000,00;High School;Professional;1;3;1;2;2011-12-27;10+ Miles
ryan52;Ryan;Garcia;1959-10-12;M;M;90000,00;High School;Professional;1;3;1;2;2011-11-30;2-5 Miles
isabel3;Isabel;Barnes;1960-01-16;S;F;90000,00;High School;Professional;1;3;1;2;2012-03-28;10+ Miles
